year,COWcode,pol_cat_pitf,regime_imputed
1979,510,A/F,0
1980,510,A/F,0
1981,510,A/F,0
1982,510,A/F,0
1983,510,A/F,0
1984,510,A/F,0
1985,510,A/F,0
1986,510,A/F,0
1987,510,A/F,0
1988,510,A/F,0
1989,510,A/F,0
1990,510,A/F,0
1991,510,A/F,0
1992,510,A/F,0
1993,510,A/F,0
1994,510,A/F,0
1995,510,A/P,0
1996,510,A/P,0
1997,510,A/P,0
1998,510,A/P,0
1999,510,A/P,0
2000,510,A/P,0
2001,510,A/P,0
2002,510,A/P,0
2003,510,A/P,0
2004,510,A/P,0
2005,510,A/P,0
2006,510,A/P,0
2007,510,A/P,0
2008,510,A/P,0
2009,510,A/P,0
2010,510,A/P,0
2011,510,A/P,0
2012,510,A/P,0
2013,510,A/P,0
2014,510,A/P,0
2015,510,D/fact,0
2016,510,D/fact,0
2017,510,D/fact,0
2018,510,D/fact,0
2019,510,D/fact,1
2020,510,D/fact,1
2021,510,D/fact,1
2022,510,D/fact,1
2023,510,D/fact,1
2024,510,D/fact,1
2025,510,D/fact,1
1970,516,A/F,0
1971,516,A/F,0
1972,516,A/F,0
1973,516,A/F,0
1974,516,A/F,0
1975,516,A/F,0
1976,516,A/F,0
1977,516,A/F,0
1978,516,A/F,0
1979,516,A/F,0
1980,516,A/F,0
1981,516,A/F,0
1982,516,A/F,0
1983,516,A/F,0
1984,516,A/F,0
1985,516,A/F,0
1986,516,A/F,0
1987,516,A/F,0
1988,516,A/F,0
1989,516,A/F,0
1990,516,A/F,0
1991,516,A/F,0
1992,516,transition,0
1993,516,transition,0
1994,516,transition,0
1995,516,transition,0
1996,516,A/F,0
1997,516,A/F,0
1998,516,A/P,0
1999,516,A/P,0
2000,516,A/P,0
2001,516,transition,0
2002,516,transition,0
2003,516,transition,0
2004,516,transition,0
2005,516,D/P,0
2006,516,D/P,0
2007,516,D/P,0
2008,516,D/P,0
2009,516,D/P,0
2010,516,D/P,0
2011,516,D/P,0
2012,516,D/P,0
2013,516,D/P,0
2014,516,D/P,0
2015,516,A/P,0
2016,516,A/P,0
2017,516,A/P,0
2018,516,A/P,0
2019,516,A/P,1
2020,516,A/P,1
2021,516,A/P,1
2022,516,A/P,1
2023,516,A/P,1
2024,516,A/P,1
2025,516,A/P,1
1970,517,A/P,0
1971,517,A/P,0
1972,517,A/P,0
1973,517,A/F,0
1974,517,A/F,0
1975,517,A/F,0
1976,517,A/F,0
1977,517,A/F,0
1978,517,A/F,0
1979,517,A/F,0
1980,517,A/F,0
1981,517,A/F,0
1982,517,A/F,0
1983,517,A/F,0
1984,517,A/F,0
1985,517,A/F,0
1986,517,A/F,0
1987,517,A/F,0
1988,517,A/F,0
1989,517,A/F,0
1990,517,A/F,0
1991,517,A/F,0
1992,517,A/F,0
1993,517,A/F,0
1994,517,A/F,0
1995,517,A/F,0
1996,517,A/F,0
1997,517,A/F,0
1998,517,A/F,0
1999,517,A/F,0
2000,517,A/F,0
2001,517,A/F,0
2002,517,A/F,0
2003,517,A/F,0
2004,517,A/F,0
2005,517,A/F,0
2006,517,A/F,0
2007,517,A/F,0
2008,517,A/F,0
2009,517,A/F,0
2010,517,A/F,0
2011,517,A/F,0
2012,517,A/F,0
2013,517,A/F,0
2014,517,A/F,0
2015,517,A/F,0
2016,517,A/F,0
2017,517,A/F,0
2018,517,A/F,0
2019,517,A/F,1
2020,517,A/F,1
2021,517,A/F,1
2022,517,A/F,1
2023,517,A/F,1
2024,517,A/F,1
2025,517,A/F,1
1970,520,A/F,0
1971,520,A/F,0
1972,520,A/F,0
1973,520,A/F,0
1974,520,A/F,0
1975,520,A/F,0
1976,520,A/F,0
1977,520,A/F,0
1978,520,A/F,0
1979,520,A/F,0
1980,520,A/F,0
1981,520,A/F,0
1982,520,A/F,0
1983,520,A/F,0
1984,520,A/F,0
1985,520,A/F,0
1986,520,A/F,0
1987,520,A/F,0
1988,520,A/F,0
1989,520,A/F,0
1990,520,A/F,0
1991,520,transition,0
1992,520,transition,0
1993,520,transition,0
1994,520,transition,0
1995,520,transition,0
1996,520,transition,0
1997,520,transition,0
1998,520,transition,0
1999,520,transition,0
2000,520,transition,0
2001,520,transition,0
2002,520,transition,0
2003,520,transition,0
2004,520,transition,0
2005,520,transition,0
2006,520,transition,0
2007,520,transition,0
2008,520,transition,0
2009,520,transition,0
2010,520,transition,0
2011,520,transition,0
2012,520,D/P,0
2013,520,D/P,0
2014,520,D/P,0
2015,520,D/P,0
2016,520,D/P,0
2017,520,D/P,0
2018,520,D/P,0
2019,520,D/P,1
2020,520,D/P,1
2021,520,D/P,1
2022,520,D/P,1
2023,520,D/P,1
2024,520,D/P,1
2025,520,D/P,1
1977,522,A/F,0
1978,522,A/F,0
1979,522,A/F,0
1980,522,A/F,0
1981,522,A/F,0
1982,522,A/F,0
1983,522,A/F,0
1984,522,A/F,0
1985,522,A/F,0
1986,522,A/F,0
1987,522,A/F,0
1988,522,A/F,0
1989,522,A/F,0
1990,522,A/F,0
1991,522,A/F,0
1992,522,A/F,0
1993,522,A/F,0
1994,522,A/F,0
1995,522,A/F,0
1996,522,A/F,0
1997,522,A/F,0
1998,522,A/F,0
1999,522,D/fact,0
2000,522,D/fact,0
2001,522,D/fact,0
2002,522,D/fact,0
2003,522,D/fact,0
2004,522,D/fact,0
2005,522,D/fact,0
2006,522,D/fact,0
2007,522,D/fact,0
2008,522,D/fact,0
2009,522,D/fact,0
2010,522,D/fact,0
2011,522,D/fact,0
2012,522,D/fact,0
2013,522,D/P,0
2014,522,D/P,0
2015,522,D/P,0
2016,522,D/P,0
2017,522,D/P,0
2018,522,D/P,0
2019,522,D/P,1
2020,522,D/P,1
2021,522,D/P,1
2022,522,D/P,1
2023,522,D/P,1
2024,522,D/P,1
2025,522,D/P,1
2011,525,A/P,0
2012,525,A/P,0
2013,525,transition,0
2014,525,transition,0
2015,525,transition,0
2016,525,transition,0
2017,525,transition,0
2018,525,transition,0
2019,525,transition,1
2020,525,transition,1
2021,525,transition,1
2022,525,transition,1
2023,525,transition,1
2024,525,transition,1
2025,525,transition,1
1993,529,transition,0
1994,529,transition,0
1995,529,D/fact,0
1996,529,D/fact,0
1997,529,D/fact,0
1998,529,D/fact,0
1999,529,D/fact,0
2000,529,D/fact,0
2001,529,D/fact,0
2002,529,D/fact,0
2003,529,D/fact,0
2004,529,D/fact,0
2005,529,A/P,0
2006,529,A/P,0
2007,529,A/P,0
2008,529,A/P,0
2009,529,A/P,0
2010,529,A/P,0
2011,529,A/P,0
2012,529,A/P,0
2013,529,A/P,0
2014,529,A/P,0
2015,529,A/P,0
2016,529,A/P,0
2017,529,A/P,0
2018,529,A/P,0
2019,529,A/P,1
2020,529,A/P,1
2021,529,A/P,1
2022,529,A/P,1
2023,529,A/P,1
2024,529,A/P,1
2025,529,A/P,1
1970,530,A/F,0
1971,530,A/F,0
1972,530,A/F,0
1973,530,A/F,0
1974,530,transition,0
1975,530,A/F,0
1976,530,A/F,0
1977,530,A/F,0
1978,530,A/F,0
1979,530,A/F,0
1980,530,A/F,0
1981,530,A/F,0
1982,530,A/F,0
1983,530,A/F,0
1984,530,A/F,0
1985,530,A/F,0
1986,530,A/F,0
1987,530,A/F,0
1988,530,A/F,0
1989,530,A/F,0
1990,530,A/F,0
1991,530,transition,0
1992,530,transition,0
1993,530,transition,0
1994,530,transition,1
1995,530,transition,1
1996,530,transition,1
1997,530,transition,1
1998,530,transition,1
1999,530,transition,1
2000,530,transition,1
2001,530,transition,1
2002,530,transition,1
2003,530,transition,1
2004,530,transition,1
2005,530,transition,1
2006,530,transition,1
2007,530,transition,1
2008,530,transition,1
2009,530,transition,1
2010,530,transition,1
2011,530,transition,1
2012,530,transition,1
2013,530,transition,1
2014,530,transition,1
2015,530,transition,1
2016,530,transition,1
2017,530,transition,1
2018,530,transition,1
2019,530,transition,1
2020,530,transition,1
2021,530,transition,1
2022,530,transition,1
2023,530,transition,1
2024,530,transition,1
2025,530,transition,1
1993,531,A/F,0
1994,531,A/F,0
1995,531,A/F,0
1996,531,A/F,0
1997,531,A/F,0
1998,531,A/F,0
1999,531,A/F,0
2000,531,A/F,0
2001,531,A/F,0
2002,531,A/F,0
2003,531,A/F,0
2004,531,A/F,0
2005,531,A/F,0
2006,531,A/F,0
2007,531,A/F,0
2008,531,A/F,0
2009,531,A/F,0
2010,531,A/F,0
2011,531,A/F,0
2012,531,A/F,0
2013,531,A/F,0
2014,531,A/F,0
2015,531,A/F,0
2016,531,A/F,0
2017,531,A/F,0
2018,531,A/F,0
2019,531,A/F,1
2020,531,A/F,1
2021,531,A/F,1
2022,531,A/F,1
2023,531,A/F,1
2024,531,A/F,1
2025,531,A/F,1
1975,540,A/F,0
1976,540,A/F,0
1977,540,A/F,0
1978,540,A/F,0
1979,540,A/F,0
1980,540,A/F,0
1981,540,A/F,0
1982,540,A/F,0
1983,540,A/F,0
1984,540,A/F,0
1985,540,A/F,0
1986,540,A/F,0
1987,540,A/F,0
1988,540,A/F,0
1989,540,A/F,0
1990,540,A/F,0
1991,540,transition,0
1992,540,transition,0
1993,540,transition,0
1994,540,transition,0
1995,540,transition,0
1996,540,transition,0
1997,540,A/F,0
1998,540,A/F,0
1999,540,A/F,0
2000,540,A/F,0
2001,540,A/F,0
2002,540,A/P,0
2003,540,A/P,0
2004,540,A/P,0
2005,540,A/P,0
2006,540,A/P,0
2007,540,A/P,0
2008,540,A/P,0
2009,540,A/P,0
2010,540,A/P,0
2011,540,A/P,0
2012,540,A/P,0
2013,540,A/P,0
2014,540,A/P,0
2015,540,A/P,0
2016,540,A/P,0
2017,540,A/P,0
2018,540,A/P,0
2019,540,A/P,1
2020,540,A/P,1
2021,540,A/P,1
2022,540,A/P,1
2023,540,A/P,1
2024,540,A/P,1
2025,540,A/P,1
1975,541,A/F,0
1976,541,A/F,0
1977,541,A/F,0
1978,541,A/F,0
1979,541,A/F,0
1980,541,A/F,0
1981,541,A/F,0
1982,541,A/F,0
1983,541,A/F,0
1984,541,A/F,0
1985,541,A/F,0
1986,541,A/F,0
1987,541,A/F,0
1988,541,A/F,0
1989,541,A/F,0
1990,541,A/F,0
1991,541,A/F,0
1992,541,A/F,0
1993,541,A/F,0
1994,541,D/P,0
1995,541,D/P,0
1996,541,D/P,0
1997,541,D/P,0
1998,541,D/P,0
1999,541,D/P,0
2000,541,D/P,0
2001,541,D/P,0
2002,541,D/P,0
2003,541,D/P,0
2004,541,D/P,0
2005,541,D/P,0
2006,541,D/P,0
2007,541,D/P,0
2008,541,D/P,0
2009,541,D/P,0
2010,541,D/P,0
2011,541,D/P,0
2012,541,D/P,0
2013,541,D/P,0
2014,541,D/P,0
2015,541,D/P,0
2016,541,D/P,0
2017,541,D/P,0
2018,541,D/P,0
2019,541,D/P,1
2020,541,D/P,1
2021,541,D/P,1
2022,541,D/P,1
2023,541,D/P,1
2024,541,D/P,1
2025,541,D/P,1
1970,551,D/fact,0
1971,551,D/fact,0
1972,551,A/F,0
1973,551,A/F,0
1974,551,A/F,0
1975,551,A/F,0
1976,551,A/F,0
1977,551,A/F,0
1978,551,A/F,0
1979,551,A/F,0
1980,551,A/F,0
1981,551,A/F,0
1982,551,A/F,0
1983,551,A/F,0
1984,551,A/F,0
1985,551,A/F,0
1986,551,A/F,0
1987,551,A/F,0
1988,551,A/F,0
1989,551,A/F,0
1990,551,A/F,0
1991,551,D/fact,0
1992,551,D/fact,0
1993,551,D/fact,0
1994,551,D/fact,0
1995,551,D/fact,0
1996,551,A/P,0
1997,551,A/P,0
1998,551,A/P,0
1999,551,A/P,0
2000,551,A/P,0
2001,551,D/fact,0
2002,551,D/fact,0
2003,551,D/fact,0
2004,551,D/fact,0
2005,551,D/fact,0
2006,551,D/fact,0
2007,551,D/fact,0
2008,551,D/P,0
2009,551,D/P,0
2010,551,D/P,0
2011,551,D/P,0
2012,551,D/P,0
2013,551,D/P,0
2014,551,D/P,0
2015,551,D/P,0
2016,551,D/fact,0
2017,551,D/fact,0
2018,551,D/fact,0
2019,551,D/fact,1
2020,551,D/fact,1
2021,551,D/fact,1
2022,551,D/fact,1
2023,551,D/fact,1
2024,551,D/fact,1
2025,551,D/fact,1
1980,552,D/fact,0
1981,552,D/fact,0
1982,552,D/fact,0
1983,552,A/P,0
1984,552,A/P,0
1985,552,A/P,0
1986,552,A/P,0
1987,552,A/F,0
1988,552,A/F,0
1989,552,A/F,0
1990,552,A/F,0
1991,552,A/F,0
1992,552,A/F,0
1993,552,A/F,0
1994,552,A/F,0
1995,552,A/F,0
1996,552,A/F,0
1997,552,A/F,0
1998,552,A/F,0
1999,552,A/P,0
2000,552,A/P,0
2001,552,A/P,0
2002,552,A/P,0
2003,552,A/P,0
2004,552,A/P,0
2005,552,A/P,0
2006,552,A/P,0
2007,552,A/P,0
2008,552,A/P,0
2009,552,D/fact,0
2010,552,D/fact,0
2011,552,D/fact,0
2012,552,D/fact,0
2013,552,D/fact,0
2014,552,D/fact,0
2015,552,D/fact,0
2016,552,D/fact,0
2017,552,D/fact,0
2018,552,D/fact,0
2019,552,D/fact,1
2020,552,D/fact,1
2021,552,D/fact,1
2022,552,D/fact,1
2023,552,D/fact,1
2024,552,D/fact,1
2025,552,D/fact,1
1970,553,A/F,0
1971,553,A/F,0
1972,553,A/F,0
1973,553,A/F,0
1974,553,A/F,0
1975,553,A/F,0
1976,553,A/F,0
1977,553,A/F,0
1978,553,A/F,0
1979,553,A/F,0
1980,553,A/F,0
1981,553,A/F,0
1982,553,A/F,0
1983,553,A/F,0
1984,553,A/F,0
1985,553,A/F,0
1986,553,A/F,0
1987,553,A/F,0
1988,553,A/F,0
1989,553,A/F,0
1990,553,A/F,0
1991,553,A/F,0
1992,553,A/F,0
1993,553,A/F,0
1994,553,D/P,0
1995,553,D/P,0
1996,553,D/P,0
1997,553,D/P,0
1998,553,D/P,0
1999,553,D/P,0
2000,553,D/P,0
2001,553,D/P,0
2002,553,D/P,0
2003,553,D/P,0
2004,553,D/P,0
2005,553,D/fact,0
2006,553,D/fact,0
2007,553,D/fact,0
2008,553,D/fact,0
2009,553,D/fact,0
2010,553,D/fact,0
2011,553,D/fact,0
2012,553,D/fact,0
2013,553,D/fact,0
2014,553,D/fact,0
2015,553,D/fact,0
2016,553,D/fact,0
2017,553,D/fact,0
2018,553,D/fact,0
2019,553,D/fact,1
2020,553,D/fact,1
2021,553,D/fact,1
2022,553,D/fact,1
2023,553,D/fact,1
2024,553,D/fact,1
2025,553,D/fact,1
1970,560,A/P,0
1971,560,A/P,0
1972,560,A/P,0
1973,560,A/P,0
1974,560,A/P,0
1975,560,A/P,0
1976,560,A/P,0
1977,560,A/P,0
1978,560,A/P,0
1979,560,A/P,0
1980,560,A/P,0
1981,560,A/P,0
1982,560,A/P,0
1983,560,A/P,0
1984,560,A/P,0
1985,560,A/P,0
1986,560,A/P,0
1987,560,A/P,0
1988,560,A/P,0
1989,560,A/P,0
1990,560,A/P,0
1991,560,A/P,0
1992,560,transition,0
1993,560,transition,0
1994,560,D/P,0
1995,560,D/P,0
1996,560,D/P,0
1997,560,D/P,0
1998,560,D/P,0
1999,560,D/P,0
2000,560,D/P,0
2001,560,D/P,0
2002,560,D/P,0
2003,560,D/P,0
2004,560,D/P,0
2005,560,D/P,0
2006,560,D/P,0
2007,560,D/P,0
2008,560,D/P,0
2009,560,D/P,0
2010,560,D/P,0
2011,560,D/P,0
2012,560,D/P,0
2013,560,D/P,0
2014,560,D/P,0
2015,560,D/P,0
2016,560,D/P,0
2017,560,D/P,0
2018,560,D/P,0
2019,560,D/P,1
2020,560,D/P,1
2021,560,D/P,1
2022,560,D/P,1
2023,560,D/P,1
2024,560,D/P,1
2025,560,D/P,1
1990,565,D/P,0
1991,565,D/P,0
1992,565,D/P,0
1993,565,D/P,0
1994,565,D/P,0
1995,565,D/P,0
1996,565,D/P,0
1997,565,D/P,0
1998,565,D/P,0
1999,565,D/P,0
2000,565,D/P,0
2001,565,D/P,0
2002,565,D/P,0
2003,565,D/P,0
2004,565,D/P,0
2005,565,D/P,0
2006,565,D/P,0
2007,565,D/P,0
2008,565,D/P,0
2009,565,D/P,0
2010,565,D/P,0
2011,565,D/P,0
2012,565,D/P,0
2013,565,D/P,0
2014,565,D/P,0
2015,565,D/P,0
2016,565,D/P,0
2017,565,D/P,0
2018,565,D/P,0
2019,565,D/P,1
2020,565,D/P,1
2021,565,D/P,1
2022,565,D/P,1
2023,565,D/P,1
2024,565,D/P,1
2025,565,D/P,1
1970,570,A/F,0
1971,570,A/F,0
1972,570,A/F,0
1973,570,A/F,0
1974,570,A/F,0
1975,570,A/F,0
1976,570,A/F,0
1977,570,A/F,0
1978,570,A/F,0
1979,570,A/F,0
1980,570,A/F,0
1981,570,A/F,0
1982,570,A/F,0
1983,570,A/F,0
1984,570,A/F,0
1985,570,A/F,0
1986,570,A/F,0
1987,570,A/F,0
1988,570,A/F,0
1989,570,A/F,0
1990,570,A/F,0
1991,570,A/F,0
1992,570,A/F,0
1993,570,D/fact,0
1994,570,D/fact,0
1995,570,D/fact,0
1996,570,D/fact,0
1997,570,D/fact,0
1998,570,D/P,0
1999,570,D/P,0
2000,570,D/P,0
2001,570,D/P,0
2002,570,D/P,0
2003,570,D/P,0
2004,570,D/P,0
2005,570,D/fact,0
2006,570,D/fact,0
2007,570,D/fact,0
2008,570,D/fact,0
2009,570,D/fact,0
2010,570,D/fact,0
2011,570,D/fact,0
2012,570,D/P,0
2013,570,D/P,0
2014,570,D/P,0
2015,570,D/P,0
2016,570,D/P,0
2017,570,D/P,0
2018,570,D/P,0
2019,570,D/P,1
2020,570,D/P,1
2021,570,D/P,1
2022,570,D/P,1
2023,570,D/P,1
2024,570,D/P,1
2025,570,D/P,1
1970,571,D/P,0
1971,571,D/P,0
1972,571,D/P,0
1973,571,D/P,0
1974,571,D/P,0
1975,571,D/P,0
1976,571,D/P,0
1977,571,D/P,0
1978,571,D/P,0
1979,571,D/P,0
1980,571,D/P,0
1981,571,D/P,0
1982,571,D/P,0
1983,571,D/P,0
1984,571,D/P,0
1985,571,D/P,0
1986,571,D/P,0
1987,571,D/P,0
1988,571,D/P,0
1989,571,D/P,0
1990,571,D/P,0
1991,571,D/P,0
1992,571,D/P,0
1993,571,D/P,0
1994,571,D/P,0
1995,571,D/P,0
1996,571,D/P,0
1997,571,D/P,0
1998,571,D/P,0
1999,571,D/P,0
2000,571,D/P,0
2001,571,D/P,0
2002,571,D/P,0
2003,571,D/P,0
2004,571,D/P,0
2005,571,D/P,0
2006,571,D/P,0
2007,571,D/P,0
2008,571,D/P,0
2009,571,D/P,0
2010,571,D/P,0
2011,571,D/P,0
2012,571,D/P,0
2013,571,D/P,0
2014,571,D/P,0
2015,571,D/P,0
2016,571,D/P,0
2017,571,D/P,0
2018,571,D/P,0
2019,571,D/P,1
2020,571,D/P,1
2021,571,D/P,1
2022,571,D/P,1
2023,571,D/P,1
2024,571,D/P,1
2025,571,D/P,1
1970,572,A/F,0
1971,572,A/F,0
1972,572,A/F,0
1973,572,A/F,0
1974,572,A/F,0
1975,572,A/F,0
1976,572,A/F,0
1977,572,A/F,0
1978,572,A/F,0
1979,572,A/F,0
1980,572,A/F,0
1981,572,A/F,0
1982,572,A/F,0
1983,572,A/F,0
1984,572,A/F,0
1985,572,A/F,0
1986,572,A/F,0
1987,572,A/F,0
1988,572,A/F,0
1989,572,A/F,0
1990,572,A/F,0
1991,572,A/F,0
1992,572,A/F,0
1993,572,A/F,0
1994,572,A/F,0
1995,572,A/F,0
1996,572,A/F,0
1997,572,A/F,0
1998,572,A/F,0
1999,572,A/F,0
2000,572,A/F,0
2001,572,A/F,0
2002,572,A/F,0
2003,572,A/F,0
2004,572,A/F,0
2005,572,A/F,0
2006,572,A/F,0
2007,572,A/F,0
2008,572,A/F,0
2009,572,A/F,0
2010,572,A/F,0
2011,572,A/F,0
2012,572,A/F,0
2013,572,A/F,0
2014,572,A/F,0
2015,572,A/F,0
2016,572,A/F,0
2017,572,A/F,0
2018,572,A/F,0
2019,572,A/F,1
2020,572,A/F,1
2021,572,A/F,1
2022,572,A/F,1
2023,572,A/F,1
2024,572,A/F,1
2025,572,A/F,1
1970,580,D/P,0
1971,580,D/P,0
1972,580,A/P,0
1973,580,A/P,0
1974,580,A/P,0
1975,580,A/F,0
1976,580,A/F,0
1977,580,A/F,0
1978,580,A/F,0
1979,580,A/F,0
1980,580,A/F,0
1981,580,A/F,0
1982,580,A/F,0
1983,580,A/F,0
1984,580,A/F,0
1985,580,A/F,0
1986,580,A/F,0
1987,580,A/F,0
1988,580,A/F,0
1989,580,A/F,0
1990,580,A/F,0
1991,580,transition,0
1992,580,D/P,0
1993,580,D/P,0
1994,580,D/P,0
1995,580,D/P,0
1996,580,D/P,0
1997,580,D/P,0
1998,580,D/P,0
1999,580,D/P,0
2000,580,D/P,0
2001,580,D/P,0
2002,580,D/P,0
2003,580,D/P,0
2004,580,D/P,0
2005,580,D/P,0
2006,580,D/P,0
2007,580,D/P,0
2008,580,D/P,0
2009,580,A/P,0
2010,580,A/P,0
2011,580,A/P,0
2012,580,A/P,0
2013,580,A/P,0
2014,580,D/fact,0
2015,580,D/fact,0
2016,580,D/fact,0
2017,580,D/fact,0
2018,580,D/fact,0
2019,580,D/fact,1
2020,580,D/fact,1
2021,580,D/fact,1
2022,580,D/fact,1
2023,580,D/fact,1
2024,580,D/fact,1
2025,580,D/fact,1
1975,581,A/P,0
1976,581,A/P,0
1977,581,A/P,0
1978,581,A/P,0
1979,581,A/P,0
1980,581,A/P,0
1981,581,A/P,0
1982,581,A/P,0
1983,581,A/P,0
1984,581,A/F,0
1985,581,A/F,0
1986,581,A/F,0
1987,581,A/F,0
1988,581,A/F,0
1989,581,A/F,0
1990,581,D/fact,0
1991,581,D/fact,0
1992,581,D/fact,0
1993,581,D/fact,0
1994,581,D/fact,0
1995,581,transition,0
1996,581,D/fact,0
1997,581,D/fact,0
1998,581,D/fact,0
1999,581,A/P,0
2000,581,A/P,0
2001,581,A/P,0
2002,581,A/P,0
2003,581,A/P,0
2004,581,A/P,0
2005,581,A/P,0
2006,581,D/P,0
2007,581,D/P,0
2008,581,D/P,0
2009,581,D/P,0
2010,581,D/P,0
2011,581,D/P,0
2012,581,D/P,0
2013,581,D/P,0
2014,581,D/P,0
2015,581,D/P,0
2016,581,D/P,0
2017,581,D/P,0
2018,581,A/F,0
2019,581,A/F,1
2020,581,A/F,1
2021,581,A/F,1
2022,581,A/F,1
2023,581,A/F,1
2024,581,A/F,1
2025,581,A/F,1
1970,590,D/P,0
1971,590,D/P,0
1972,590,D/P,0
1973,590,D/P,0
1974,590,D/P,0
1975,590,D/P,0
1976,590,D/P,0
1977,590,D/P,0
1978,590,D/P,0
1979,590,D/P,0
1980,590,D/P,0
1981,590,D/P,0
1982,590,D/F,0
1983,590,D/F,0
1984,590,D/F,0
1985,590,D/F,0
1986,590,D/F,0
1987,590,D/F,0
1988,590,D/F,0
1989,590,D/F,0
1990,590,D/F,0
1991,590,D/F,0
1992,590,D/F,0
1993,590,D/F,0
1994,590,D/F,0
1995,590,D/F,0
1996,590,D/F,0
1997,590,D/F,0
1998,590,D/F,0
1999,590,D/F,0
2000,590,D/F,0
2001,590,D/F,0
2002,590,D/F,0
2003,590,D/F,0
2004,590,D/F,0
2005,590,D/F,0
2006,590,D/F,0
2007,590,D/F,0
2008,590,D/F,0
2009,590,D/F,0
2010,590,D/F,0
2011,590,D/F,0
2012,590,D/F,0
2013,590,D/F,0
2014,590,D/F,0
2015,590,D/F,0
2016,590,D/F,0
2017,590,D/F,0
2018,590,D/F,0
2019,590,D/F,1
2020,590,D/F,1
2021,590,D/F,1
2022,590,D/F,1
2023,590,D/F,1
2024,590,D/F,1
2025,590,D/F,1
1970,600,A/F,0
1971,600,A/F,0
1972,600,A/F,0
1973,600,A/F,0
1974,600,A/F,0
1975,600,A/F,0
1976,600,A/F,0
1977,600,A/F,0
1978,600,A/F,0
1979,600,A/F,0
1980,600,A/F,0
1981,600,A/F,0
1982,600,A/F,0
1983,600,A/F,0
1984,600,A/F,0
1985,600,A/F,0
1986,600,A/F,0
1987,600,A/F,0
1988,600,A/F,0
1989,600,A/F,0
1990,600,A/F,0
1991,600,A/F,0
1992,600,A/F,0
1993,600,A/F,0
1994,600,A/F,0
1995,600,A/F,0
1996,600,A/F,0
1997,600,A/F,0
1998,600,A/F,0
1999,600,A/F,0
2000,600,A/F,0
2001,600,A/F,0
2002,600,A/F,0
2003,600,A/F,0
2004,600,A/F,0
2005,600,A/F,0
2006,600,A/F,0
2007,600,A/F,0
2008,600,A/F,0
2009,600,A/F,0
2010,600,A/F,0
2011,600,A/F,0
2012,600,A/F,0
2013,600,A/F,0
2014,600,A/F,0
2015,600,A/F,0
2016,600,A/F,0
2017,600,A/F,0
2018,600,A/F,0
2019,600,A/F,1
2020,600,A/F,1
2021,600,A/F,1
2022,600,A/F,1
2023,600,A/F,1
2024,600,A/F,1
2025,600,A/F,1
1970,615,A/F,0
1971,615,A/F,0
1972,615,A/F,0
1973,615,A/F,0
1974,615,A/F,0
1975,615,A/F,0
1976,615,A/F,0
1977,615,A/F,0
1978,615,A/F,0
1979,615,A/F,0
1980,615,A/F,0
1981,615,A/F,0
1982,615,A/F,0
1983,615,A/F,0
1984,615,A/F,0
1985,615,A/F,0
1986,615,A/F,0
1987,615,A/F,0
1988,615,A/F,0
1989,615,A/P,0
1990,615,A/P,0
1991,615,A/P,0
1992,615,A/F,0
1993,615,A/F,0
1994,615,A/F,0
1995,615,A/P,0
1996,615,A/P,0
1997,615,A/P,0
1998,615,A/P,0
1999,615,A/P,0
2000,615,A/P,0
2001,615,A/P,0
2002,615,A/P,0
2003,615,A/P,0
2004,615,A/P,0
2005,615,A/P,0
2006,615,A/P,0
2007,615,A/P,0
2008,615,A/P,0
2009,615,A/P,0
2010,615,A/P,0
2011,615,A/P,0
2012,615,A/P,0
2013,615,A/P,0
2014,615,A/P,0
2015,615,A/P,0
2016,615,A/P,0
2017,615,A/P,0
2018,615,A/P,0
2019,615,A/P,1
2020,615,A/P,1
2021,615,A/P,1
2022,615,A/P,1
2023,615,A/P,1
2024,615,A/P,1
2025,615,A/P,1
1970,616,A/F,0
1971,616,A/F,0
1972,616,A/F,0
1973,616,A/F,0
1974,616,A/F,0
1975,616,A/F,0
1976,616,A/F,0
1977,616,A/F,0
1978,616,A/F,0
1979,616,A/F,0
1980,616,A/F,0
1981,616,A/F,0
1982,616,A/F,0
1983,616,A/F,0
1984,616,A/F,0
1985,616,A/F,0
1986,616,A/F,0
1987,616,A/F,0
1988,616,A/F,0
1989,616,A/F,0
1990,616,A/F,0
1991,616,A/F,0
1992,616,A/F,0
1993,616,A/P,0
1994,616,A/P,0
1995,616,A/P,0
1996,616,A/P,0
1997,616,A/P,0
1998,616,A/P,0
1999,616,A/P,0
2000,616,A/P,0
2001,616,A/P,0
2002,616,A/P,0
2003,616,A/P,0
2004,616,A/P,0
2005,616,A/P,0
2006,616,A/P,0
2007,616,A/P,0
2008,616,A/P,0
2009,616,A/P,0
2010,616,A/P,0
2011,616,transition,0
2012,616,transition,0
2013,616,transition,0
2014,616,D/P,0
2015,616,D/P,0
2016,616,D/P,0
2017,616,D/P,0
2018,616,D/P,0
2019,616,D/P,1
2020,616,D/P,1
2021,616,D/P,1
2022,616,D/P,1
2023,616,D/P,1
2024,616,D/P,1
2025,616,D/P,1
1970,620,A/F,0
1971,620,A/F,0
1972,620,A/F,0
1973,620,A/F,0
1974,620,A/F,0
1975,620,A/F,0
1976,620,A/F,0
1977,620,A/F,0
1978,620,A/F,0
1979,620,A/F,0
1980,620,A/F,0
1981,620,A/F,0
1982,620,A/F,0
1983,620,A/F,0
1984,620,A/F,0
